Boek;Hfd;Passage;Titel;Toelichting;Vraag
44;8;Handelingen 8:14-25;;De mensen in Samaria zijn tot geloof gekomen! Ze zijn zelfs al gedoopt in de naam van Jezus. Toch laat de heilige Geest  nog op zich wachten. Maar nadat Petrus en Johannes hebben gebeden en hun handen op hen hebben gelegd, komt Hij dan toch, op een zichtbare manier. De tovenaar Simon staat versteld. Hij heeft al vele wonderlijke dingen zien gebeuren, maar dit overstijgt alles. Hier gebeurt iets! Hier verandert echt wat. De tovenaar wil deze macht ook, en hoopt haar te kunnen kopen. Maar wat God vrijelijk geeft, is niet te koop of in te zetten voor eigen gewin! Als Gods Geest komt, is dat pure genade.;Is er een moment in jouw leven geweest dat je de heilige Geest hebt gevoeld of aan het werk hebt gezien? Wat deed dat met jou?
44;8;Handelingen 8:26-40;;Je kunt kennelijk verre reizen maken om God te zoeken, bidden in de heilige stad Jeruzalem, Bijbellezen en toch niet begrijpen wat je leest. De vraag die Filippus aan de Ethiopiër stelt, is uitnodigend en liefdevol: 'Begrijpt u wat u leest?' Een open, niet veroordelende vraag die leidt tot een prachtig geloofsgesprek. Filippus sluit aan bij de tekst die de man las en geeft antwoord op zijn vragen. Een mooi voorbeeld hoe we geloofsgesprekken kunnen aangaan!;Oefen jezelf deze week eens in het stellen van open vragen die uitnodigen tot verder geloofsgesprek.
44;8;Handelingen 8:26-40;Gedoopt;"De Ethiopiër, op zijn zoektocht naar het ware geloof, en Filippus, op missie om mensen over Jezus te vertellen: ze vinden elkaar rond de woorden van het Oude Testament. Normaal gesproken zouden ze elkaar nooit ontmoet hebben: een ander volk, een andere sociale klasse, geen enkel raakvlak. Maar de Geest brengt hen samen. En dan vinden ze elkaar in het gezamenlijk lezen van de profetieën. De Ethiopische man omarmt na uitleg van Filippus het geloof in Jezus.
Zonder uitstel komen ze samen tot een radicale stap. Zomaar, in wat water langs de weg, wordt de Ethiopiër gedoopt. De Ethiopiër en Filippus – ze blijven niet lang samen, maar deze intensieve ontmoeting rond het woord van God zorgt ervoor dat ze allebei met vreugde hun levenspad vervolgen.";Heb je wel eens ervaren dat je heel blij werd van samen Bijbellezen? Wanneer was dat, en wat gebeurde er toen?
44;9;Handelingen 9:1-19a;;Net zoals de Ethiopische ambtenaar begrijpt Saulus Gods weg (nog) niet. Hij is elke dag bezig met het geloof en de Bijbelse teksten. Hij was getuige van de vurige preek van Stefanus en van zijn dood (Handelingen 7:54-8:1). In tegenstelling tot de Samaritanen en de Ethiopische ambtenaar, kan Paulus niet geloven op basis van getuigenissen van anderen. Hij heeft een bijzondere ontmoeting met Jezus zelf nodig om tot inzicht te komen. Wanneer Jezus naar hem toe komt, veranderen zijn overtuigingen drastisch, maar zijn toewijding aan God blijft.;Hoe ben jij tot geloof gekomen? Heb je zelf de levende Heer ontmoet of is jouw geloof ontstaan na getuigenissen van anderen?
44;9;Handelingen 9:19b-31;;Wat moet dit spannend zijn geweest voor de leerlingen in Damascus! Sommigen waren gevlucht en ondergedoken voor Paulus omdat hij hen gevangen wilde nemen. Hij had de dood van een van hun leiders, Stefanus, goedgekeurd en bijgewoond. En nu verblijft deze gevaarlijke man bij hen. Ze geven hun veilige schuilplaats, hun veiligheid op in het vertrouwen dat God wonderen kan doen. God kan zelfs hun meest fanatieke tegenstander tot inkeer brengen! Dat geeft hoop: er is altijd inkeer en berouw mogelijk.;Zijn er mensen van wie jij de hoop hebt opgegeven dat zij ooit tot geloof komen? Bid vandaag speciaal voor hen. Uit Paulus' verhaal blijkt dat niets onmogelijk is!
44;9;Handelingen 9:32-43;n/a;Petrus geneest de zieke Eneas in navolging van Jezus en in Jezus' naam. Dat Petrus in de buurt is, gaat als een lopend vuurtje door de regio, net zoals toen Jezus nog zelf op aarde was. Tabita is een van de eerste leerlingen. Haar leven droeg bijzonder veel vrucht:  zij was voor veel mensen van betekenis. Veel mensen kennen haar. En het ongelooflijke gebeurt: na het gebed van Petrus staat zij op. Dit en de andere wonderen leiden tot vele nieuwe gelovigen.;Verlang je soms ook weleens naar dit soort tekenen en wonderen, waardoor mensen (weer) in Jezus gaan geloven? Bid je hier weleens voor?
44;10;Handelingen 10:1-23a;n/a;Het moet voor de Joodse Petrus een heel vies gezicht zijn geweest: reine en onreine dieren die door elkaar lopen. Dat was ondenkbaar volgens de joodse wetten, waar rein en onrein strikt gescheiden werd. Dat betrof zowel dieren (wat mag je wel en wat mag je niet eten), maar ook voor hoe er met mensen werd omgegaan. Zo lazen we eerder dat Joden en Samaritanen niet met elkaar omgingen, omdat Joden Samaritanen als onrein zagen. En die onreinheid gold al helemaal voor heidenen! Maar God maakt Petrus middels het visioen duidelijk dat Jezus niet alleen voor het heilige volk van Israël kwam, maar voor alle volken. De heilige Geest is voor iedereen, van welke afkomst dan ook.;De heilige Geest is ook voor jou beschikbaar, als je in Jezus gelooft. Heb je weleens om vervulling met de heilige Geest gevraagd?
44;10;Handelingen 10:23b-48;n/a;Als Petrus niet door de droom en de heilige Geest was aangespoord, was hij misschien niet op de uitnodiging van de Romeinse officier Cornelius ingegaan. Een Romeinse officier (een van de bezetters, onrein en heiden) en een Jood - dat was niet zo'n goede combinatie in die tijd! Maar opnieuw laat God zien dat het goede nieuws niet beperkt is tot het volk van Israël, nee, God wil zelfs deze Romeinse man deel laten worden van de jonge kerk. Let eens op het geloof van Cornelius - hij gelooft dat Petrus zal komen en nodigt al van tevoren zijn vrienden en familie uit om erbij te zijn!;Wie zou jij willen uitnodigen om te horen over het goede nieuws van Jezus?
44;10;Handelingen 10:9-23;Blind vertrouwen?;Petrus weet niet zo goed wat zijn droom betekent. Ook wordt hij overrompeld door de mannen van Cornelius die ineens voor zijn deur staan. Hij is in de war. De heilige Geest zegt tegen Petrus dat hij op God moet vertrouwen en met hen mee moet gaan. Soms kan het plan van God heel anders zijn dan wij denken.;Wat zie jij van het plan van God voor jouw leven?
44;11;Handelingen 11:1-18;n/a;Misschien ken je het wel - na een mooie kerkdienst of christelijke conferentie probeer je uit te leggen wat je heeft geraakt. Maar om het echt goed te begrijpen, moet je erbij zijn geweest. Petrus probeert aan zijn thuisfront (de beginnende kerk in Jeruzalem) uit te leggen waarom hij allerlei dingen heeft gedaan die een goede Jood nooit zou doen. Een huis van een onreine Romeinse officier betreden, in gesprek gaan met niet-Joden en heidenen dopen! De gelovigen stellen vragen en luisteren. Petrus getuigt van Gods leiding  - God vertelde Petrus dat hij dit moest doen, en het werd bevestigd met de komst van heilige Geest.;De gelovigen in Jeruzalem hebben vragen over wat Petrus aan het doen is. Zij stellen hun vragen en geven Petrus de kans uitleg te geven. Vervolgens danken zij God gezamenlijk. Als jij iets niet begrijpt van wat er gebeurt in de kerk, hoe ga jij daar dan mee om?
44;11;Handelingen 11:19-30;n/a;De volgelingen van Jezus worden in Antiochië (in het huidige Turkije) voor het eerst christenen genoemd (11:26). Eerder werden zij nog 'mensen van de weg' genoemd (Handelingen 9:2). Het woord christenen betekent 'aanhangers van Christus'. Christus is de Griekse vertaling van het Hebreeuwse woord 'messias', wat 'gezalfde' betekent. Het is een titel uit het Oude Testament die de mensen al gauw aan Jezus toekenden. Aan het einde van de eerste eeuw was de term 'christenen' wijdverspreid.;Wat betekent het voor jou om in je dagelijks een volgeling van Jezus te zijn?
44;12;Handelingen 12:1-17;Moeilijke geloofsvragen;Johannes, Jakobus en Petrus: deze drie leerlingen van Jezus zijn er op de meest bijzondere momenten bij. Zoals tijdens de wonderlijke ontmoeting van Jezus met Elia en Mozes op de berg (Lucas 9:28). En als het dochtertje van Jaïrus uit de dood wordt opgewekt (Lucas 8:51). Maar nu komt er een einde aan dit drietal: Jakobus wordt onthoofd. Petrus wordt opgepakt, maar hij wordt door een engel uit de gevangenis bevrijd. Wat zal dit moeilijk voor hen zijn geweest! Er is tegelijkertijd verdriet over het sterven van Jakobus en vreugde over Petrus' redding! En de vraag blijft: waarom wordt Petrus wel gered, maar Jakobus niet?;Hoe ga jij om met moeilijke geloofsvragen, zoals waarom de één wel iets van God ervaart en de ander niet?
44;12;Handelingen 12:18-25;Heersers;De auteur van Handelingen is de historicus Lucas. Hij is de enige auteur in het Nieuwe Testament die de verhalen linkt aan Romeinse heersers. Zo lazen we Handelingen 11:28 over de hongersnood die plaatsvond in de tijd van heerser Claudius. Lucas noemt Claudius in Handelingen drie keer. In zijn eerste boek, het evangelie volgens Lucas, noemt hij de heersers Tiberius en Augustus. In het stukje van vandaag beschrijft hij de reden van heerser Herodus' dood. Namelijk: hoogmoed, waarvoor hij werd gestraft. Het is een thema dat regelmatig terugkomt in Lucas: menselijke heersers denken dat zij alle macht in handen hebben, maar in werkelijkheid ligt alle macht bij God.;Wat denk jij - in hoeverre beïnvloeden politieke leiders op dit moment het geloofsleven van christenen?
44;13;Handelingen 13:1-12;Geroepen voor Gods werk;Vanaf hoofdstuk 13 verschuift de aandacht van Petrus als leider van de kerk naar Paulus, de rondreizende boodschapper van het goede nieuws. In Handelingen 9 lazen we over de bijzondere ontmoeting die Paulus met Jezus had, terwijl hij op weg was om christenen gevangen te nemen. Na zijn bekering wordt hij door God geroepen voor Gods werk (vers 2). Paulus reist door heel het Romeinse rijk om te vertellen over Jezus. Door zijn inzet maakt de kleine Joods-christelijke gemeenschap een enorme groeispurt, ook onder niet-joden! Dat dit niet alleen gepaard ging met wonderen, maar ook met weerstand, blijkt uit het verhaal vandaag.;De opdracht om het goede nieuws te vertellen geldt niet alleen voor Paulus, maar voor ons allemaal (Handelingen 1:8). Hoe doe jij dit?
44;13;Handelingen 13:13-25;In gesprek over Gods woord;Als Paulus en Barnabas een nieuwe stad of dorp bezoeken, gaan zij eeerst naar de plek waar Joden samenkomen: de synagoge. Synagoge betekent letterlijk: plek van samenkomst. Er vinden diensten plaats waarin God  geëerd wordt, maar het is vooral ook een plek waar mensen de heilige boeken bestuderen en erover in gesprek gaan. Jezus heeft zelf vaak gezegd dat zijn komst in die heilige boeken wordt aangekondigd. Toch zijn de synagoges niet de plekken waar veel mensen tot geloof komen in Jezus als de Messias.;Kun jij je herinneren wanneer je bewust tot geloof kwam? Waar was dat, en waardoor kwam dit?
44;13;Handelingen 13:26-43;Niet zien, toch geloven;In zijn toespraak in de synagoge haalt Paulus Bijbelse teksten aan om uit te leggen wat Gods plan was voor Israël en de andere volken. Hij sluit aan bij de kennis van de joodse mensen die naar hem luisteren. Hij legt als het ware de puzzelstukjes in elkaar: in de heilige boeken gaat het steeds al over Jezus! Het is goed nieuws dat al die beloften die al jarenlang worden voorgelezen, eindelijk zijn uitgekomen. Jezus is gekomen en heeft de dood overwonnen! De luisteraars zijn geïnteresseerd. voordat ze een keuze maken, willen ze er eerst meer over weten. Want - eerlijk is eerlijk - voor hen is er nog niet merkbaar iets veranderd door de komst van Jezus.;Hoe makkelijk - of moeilijk - vind jij het om in Jezus te geloven, zonder Hem ooit gezien te hebben? Wat helpt jou hierbij?
44;13;Handelingen 13:44–14:7;Strijd;De spanning waarmee het goede nieuws gepaard gaat, is goed voelbaar in deze hoofdstukken. Het horen van het goede nieuws doet een beroep op je - je moet er wel iets van vinden! Waar Barnabas en Paulus ook komen en het goede nieuws vertellen, overal ontstaat strijd en onenigheid. In de Bijbeltekst vandaag lezen we voor het eerst dat Paulus afstand neemt van de joden en het goede nieuws vooral aan niet-joden gaat vertellen. Paulus zal dat nog een aantal keer doen, zie bijvoorbeeld 18:6 en 19:9. Uiteindelijk zal Paulus bekend worden als de boodschapper voor de niet-joden, ook al zou hij altijd van zijn eigen volk blijven houden (zie bijvoorbeeld Romeinen 9:1-5).;Wat vind jij makkelijker: over je geloof praten met mensen die dicht bij jou staan, of met mensen die je niet kent, en die niets weten over het christelijke geloof?
44;14;Handelingen 14:21-28;Moed houden;De mensen in Lystra hadden Paulus gestenigd en voor dood achtergelaten. Maar hij staat weer op. Een van de eerste dingen die hij daarna doet is... doorreizen en mensen in andere steden bemoedigen. Houd moed, zeggen Paulus en Barnabas, ook als je veel moeilijkheden meemaakt omdat Gods wereld er nog niet is! In de Bijbeltekst vandaag zien we het belang van de gemeenschap van gelovigen. Samen met de andere christenen bidden, praten en vasten Paulus en Barnabas. Daarna vertrouwen ze erop dat God voor de gelovigen zorgt, ook als zij verder reizen.;Op veel plekken in de wereld hebben christenen met vervolging te maken. Hoe kunnen hun verhalen jou bemoedigen?
44;14;Handelingen 14:8-20;God aanbidden;God gebruikt Paulus en Barnabas om wonderen te doen, maar zij zijn niet degene die aanbeden moeten worden. Ook in de kerk ligt het gevaar altijd op de loer dat niet God, maar de boodschapper alle aandacht naar zich toe trekt. Maar Paulus maakt duidelijk: alleen God is het waard om vereerd te worden. Het gaat niet om ons! Het Bijbelgedeelte laat ook zien hoe wispelturig mensen zijn in hun verering. Eerst willen ze offers brengen aan Barnabas en Paulus, maar vervolgens willen ze Paulus stenigen, alleen omdat ze slechte verhalen over hem gehoord hebben.;Het lijntje tussen de verering van God en van mensen kan dun zijn. Ken jij situaties waar dit misgaat - of juist waar het heel goed gaat, omdat de leider steeds naar God verwijst?
44;15;Handelingen 15:1-5;Verdeeldheid ;"Aan het einde van Paulus’ eerste reis (vanaf Handelingen 13) om het goede nieuws aan niet-Joden te brengen, wordt er door de apostelen een belangrijke beslissing genomen over deze nieuwe christenen.
De eerste christenen zijn bijna allemaal Joden. Zij geloven dat Jezus de langverwachte messias is. Maar ook steeds meer niet-Joden komen tot geloof. Moeten zij dan ook Joods worden?
Ja, zeggen sommigen: ook niet-Joodse christenen moeten besneden worden, omdat het zo in de wet van Mozes staat. Maar Paulus en Barnabas zijn fel tegen. Er ontstaat een hevige discussie.
De apostelen en de leiders van de kerk moeten beslissen. Moeten ook niet-Joodse christenen zich aan de wet van Mozes houden of is er met de komst van Jezus een andere ‘wet’ gekomen?";Wat voor ‘hete hangijzers’ zijn er in jouw gemeente, en hoe ga je hiermee om?
44;15;Handelingen 15:22-35;Bemoedigende woorden ;Wat een prachtige en bemoedigende brief! De nieuwe gelovigen in Antiochië zijn blij met dit bericht. Dat de leiders van de kerk in Jeruzalem dit serieus nemen, merk je onder meer aan het feit dat Silas en Judas worden meegestuurd. Zij komen mee om de brief mondeling toe te lichten. En in hun toespraak geven ze de nieuwe christenen weer moed. Het geloof van de christenen wordt hierdoor nog sterker.;Stel dat jij een brief zou schrijven aan een nieuwe gelovige. Wat zou jij dan schrijven? Hoe zou je hem of haar bemoedigen? En welke regels of afspraken zou je in de brief zetten?
